Date,Total_Confirmed_France,Daily_Confirmed_France,Total_Confirmed_India,Daily_Confirmed_India,Total_Death_France,Daily_Death_France,Total_Death_India,Daily_Death_India,Total_Recovered_France,Daily_Recovered_France,Total_Recovered_India,Daily_Recovered_India
2021-03-24 00:00:00+00:00,4438999,65392.0,11787534,53476.0,93310,246.0,160692,251.0,290310,0.0,11231650,26490.0
2021-03-25 00:00:00+00:00,4484659,45660.0,11846652,59118.0,93535,225.0,160949,257.0,293410,3100.0,11264637,32987.0
2021-03-26 00:00:00+00:00,4526530,41871.0,11908910,62258.0,94432,897.0,161240,291.0,294865,1455.0,11295023,30386.0
2021-03-27 00:00:00+00:00,4569164,42634.0,11971624,62714.0,94623,191.0,161552,312.0,296179,1314.0,11323762,28739.0
2021-03-28 00:00:00+00:00,4606185,37021.0,12039644,68020.0,94754,131.0,161843,291.0,296581,402.0,11355993,32231.0
2021-03-29 00:00:00+00:00,4615295,9110.0,12095855,56211.0,95114,360.0,162114,271.0,297639,1058.0,11393021,37028.0
2021-03-30 00:00:00+00:00,4646014,30719.0,12149335,53480.0,95495,381.0,162468,354.0,299625,1986.0,11434301,41280.0
2021-03-31 00:00:00+00:00,4705068,59054.0,12221665,72330.0,95798,303.0,162927,459.0,301467,1842.0,11474683,40382.0
2021-04-01 00:00:00+00:00,4755779,50711.0,12303131,81466.0,96106,308.0,163396,469.0,302995,1528.0,11525039,50356.0
2021-04-02 00:00:00+00:00,4802457,46678.0,12392260,89129.0,96438,332.0,164110,714.0,304563,1568.0,11569241,44202.0
2021-04-03 00:00:00+00:00,4802545,88.0,12485509,93249.0,96439,1.0,164623,513.0,304563,0.0,11629289,60048.0
2021-04-04 00:00:00+00:00,4883174,80629.0,12589067,103558.0,96808,369.0,165101,478.0,306453,1890.0,11682136,52847.0
2021-04-05 00:00:00+00:00,4893971,10797.0,12686049,96982.0,97005,197.0,165547,446.0,306893,440.0,11732279,50143.0
2021-04-06 00:00:00+00:00,4902025,8054.0,12801785,115736.0,97431,426.0,166177,630.0,308128,1235.0,11792135,59856.0
2021-04-07 00:00:00+00:00,4902985,960.0,12928574,126789.0,97444,13.0,166862,685.0,308128,0.0,11851393,59258.0
2021-04-08 00:00:00+00:00,5000155,97170.0,13060542,131968.0,98196,752.0,167642,780.0,312540,4412.0,11913292,61899.0
2021-04-09 00:00:00+00:00,5000314,159.0,13205926,145384.0,98202,6.0,168436,794.0,312540,0.0,11990859,77567.0
2021-04-10 00:00:00+00:00,5001685,1371.0,13358805,152879.0,98213,11.0,169275,839.0,312540,0.0,12081443,90584.0
2021-04-11 00:00:00+00:00,5119585,117900.0,13527717,168912.0,98909,696.0,170179,904.0,316616,4076.0,12156529,75086.0
2021-04-12 00:00:00+00:00,5128140,8555.0,13689453,161736.0,99294,385.0,171058,879.0,317763,1147.0,12253697,97168.0
2021-04-13 00:00:00+00:00,5167265,39125.0,13873825,184372.0,99639,345.0,172085,1027.0,319880,2117.0,12336036,82339.0
2021-04-14 00:00:00+00:00,5210772,43507.0,14074564,200739.0,99936,297.0,173123,1038.0,321981,2101.0,12429564,93528.0
2021-04-15 00:00:00+00:00,5248853,38081.0,14291917,217353.0,100232,296.0,174308,1185.0,323865,1884.0,12547866,118302.0
2021-04-16 00:00:00+00:00,5285304,36451.0,14526609,234692.0,100563,331.0,175649,1341.0,325752,1887.0,12671220,123354.0
2021-04-17 00:00:00+00:00,5321176,35872.0,14788003,261394.0,100752,189.0,177150,1501.0,327104,1352.0,12809638,138418.0
2021-04-18 00:00:00+00:00,5350521,29345.0,15061805,273802.0,100892,140.0,178769,1619.0,327586,482.0,12953817,144179.0
2021-04-19 00:00:00+00:00,5357229,6708.0,15320972,259167.0,101339,447.0,180530,1761.0,328718,1132.0,13108565,154748.0
2021-04-20 00:00:00+00:00,5401305,44076.0,15616130,295158.0,101713,374.0,182553,2023.0,330790,2072.0,13276039,167474.0
2021-04-21 00:00:00+00:00,5436229,34924.0,15930774,314644.0,102046,333.0,184657,2104.0,332640,1850.0,13454880,178841.0
2021-04-22 00:00:00+00:00,5469674,33445.0,16263695,332921.0,102323,277.0,186920,2263.0,334497,1857.0,13648159,193279.0
2021-04-23 00:00:00+00:00,5502014,32340.0,16610481,346786.0,102655,332.0,189544,2624.0,336234,1737.0,13867997,219838.0
2021-04-24 00:00:00+00:00,5534656,32642.0,16960172,349691.0,102872,217.0,192311,2767.0,337667,1433.0,14085110,217113.0
2021-04-25 00:00:00+00:00,5559121,24465.0,17313163,352991.0,103017,145.0,195123,2812.0,338191,524.0,14304382,219272.0
2021-04-26 00:00:00+00:00,5565080,5959.0,17636186,323023.0,103415,398.0,197894,2771.0,339392,1201.0,14556089,251707.0
2021-04-27 00:00:00+00:00,5595403,30323.0,17997113,360927.0,103762,347.0,201187,3293.0,341406,2014.0,14817240,261151.0
2021-04-28 00:00:00+00:00,5626985,31582.0,18376421,379308.0,104077,315.0,204832,3645.0,343111,1705.0,15086740,269500.0
2021-04-29 00:00:00+00:00,5653533,26548.0,18762976,386555.0,104385,308.0,208330,3498.0,344830,1719.0,15384418,297678.0
2021-04-30 00:00:00+00:00,5677835,24302.0,19164969,401993.0,104675,290.0,211853,3523.0,346480,1650.0,15684406,299988.0
2021-05-01 00:00:00+00:00,5703505,25670.0,19557457,392488.0,104867,192.0,215542,3689.0,347827,1347.0,15992271,307865.0
2021-05-02 00:00:00+00:00,5713393,9888.0,19925517,368060.0,104980,113.0,218959,3417.0,362043,14216.0,16292725,300454.0
2021-05-03 00:00:00+00:00,5717160,3767.0,20282833,357316.0,105291,311.0,222408,3449.0,363041,998.0,16613292,320567.0
2021-05-04 00:00:00+00:00,5741537,24377.0,20664979,382146.0,105548,257.0,226188,3780.0,364859,1818.0,16951521,338229.0
2021-05-05 00:00:00+00:00,5767541,26004.0,21077410,412431.0,105792,244.0,230168,3980.0,366782,1923.0,17280844,329323.0
2021-05-06 00:00:00+00:00,5789283,21742.0,21491598,414188.0,106011,219.0,234083,3915.0,368373,1591.0,17612351,331507.0
2021-05-07 00:00:00+00:00,5808421,19138.0,21892676,401078.0,106262,251.0,238270,4187.0,369898,1525.0,17930960,318609.0
2021-05-08 00:00:00+00:00,5829166,20745.0,22296081,403405.0,106438,176.0,242347,4077.0,371076,1178.0,18317364,386404.0
2021-05-09 00:00:00+00:00,5838294,9128.0,22662575,366494.0,106553,115.0,246116,3769.0,371478,402.0,18671222,353858.0
