Date,Total_Recovered_France,Daily_Recovered_France,Total_Recovered_India,Daily_Recovered_India
2020-04-14 00:00:00+00:00,28805,804.0,1359,178.0
2020-04-15 00:00:00+00:00,30955,2150.0,1432,73.0
2020-04-16 00:00:00+00:00,32812,1857.0,1768,336.0
2020-04-17 00:00:00+00:00,34420,1608.0,2041,273.0
2020-04-18 00:00:00+00:00,35983,1563.0,2463,422.0
2020-04-19 00:00:00+00:00,36578,595.0,2854,391.0
2020-04-20 00:00:00+00:00,37409,831.0,3273,419.0
2020-04-21 00:00:00+00:00,39181,1772.0,3975,702.0
2020-04-22 00:00:00+00:00,40657,1476.0,4370,395.0
2020-04-23 00:00:00+00:00,42088,1431.0,5012,642.0
2020-04-24 00:00:00+00:00,43493,1405.0,5498,486.0
2020-04-25 00:00:00+00:00,44594,1101.0,5939,441.0
2020-04-26 00:00:00+00:00,44903,309.0,6523,584.0
2020-04-27 00:00:00+00:00,45513,610.0,7137,614.0
2020-04-28 00:00:00+00:00,46886,1373.0,7747,610.0
2020-04-29 00:00:00+00:00,48228,1342.0,8437,690.0
2020-04-30 00:00:00+00:00,49476,1248.0,9068,631.0
2020-05-01 00:00:00+00:00,50212,736.0,10007,939.0
2020-05-02 00:00:00+00:00,50663,451.0,10819,812.0
2020-05-03 00:00:00+00:00,50885,222.0,11775,956.0
2020-05-04 00:00:00+00:00,51476,591.0,12847,1072.0
2020-05-05 00:00:00+00:00,52842,1366.0,14142,1295.0
2020-05-06 00:00:00+00:00,54079,1237.0,15331,1189.0
2020-05-07 00:00:00+00:00,55191,1112.0,16776,1445.0
2020-05-08 00:00:00+00:00,55892,701.0,17887,1111.0
2020-05-09 00:00:00+00:00,56148,256.0,19301,1414.0
2020-05-10 00:00:00+00:00,56327,179.0,20969,1668.0
2020-05-11 00:00:00+00:00,56835,508.0,22549,1580.0
2020-05-12 00:00:00+00:00,57898,1063.0,24420,1871.0
2020-05-13 00:00:00+00:00,58786,888.0,26400,1980.0
2020-05-14 00:00:00+00:00,59719,933.0,27969,1569.0
2020-05-15 00:00:00+00:00,60562,843.0,30258,2289.0
2020-05-16 00:00:00+00:00,60562,0.0,34224,3966.0
2020-05-17 00:00:00+00:00,61327,765.0,36795,2571.0
2020-05-18 00:00:00+00:00,61843,516.0,39233,2438.0
2020-05-19 00:00:00+00:00,62678,835.0,42309,3076.0
2020-05-20 00:00:00+00:00,63472,794.0,45422,3113.0
2020-05-21 00:00:00+00:00,63976,504.0,48553,3131.0
2020-05-22 00:00:00+00:00,64327,351.0,51824,3271.0
2020-05-23 00:00:00+00:00,64665,338.0,54385,2561.0
2020-05-24 00:00:00+00:00,64735,70.0,57692,3307.0
2020-05-25 00:00:00+00:00,65317,582.0,60706,3014.0
2020-05-26 00:00:00+00:00,65997,680.0,64277,3571.0
2020-05-27 00:00:00+00:00,66702,705.0,67749,3472.0
2020-05-28 00:00:00+00:00,67309,607.0,70920,3171.0
2020-05-29 00:00:00+00:00,67921,612.0,82627,11707.0
2020-05-30 00:00:00+00:00,68386,465.0,86936,4309.0
2020-05-31 00:00:00+00:00,68473,87.0,91852,4916.0
2020-06-01 00:00:00+00:00,68558,85.0,95754,3902.0
2020-06-02 00:00:00+00:00,68930,372.0,100285,4531.0
2020-06-03 00:00:00+00:00,69573,643.0,104071,3786.0
2020-06-04 00:00:00+00:00,70094,521.0,108450,4379.0
2020-06-05 00:00:00+00:00,70622,528.0,113233,4783.0
2020-06-06 00:00:00+00:00,70924,302.0,118695,5462.0
2020-06-07 00:00:00+00:00,70961,37.0,123848,5153.0
